154	v5 v4 v3 v2 v1
148	^6 v5 v4 v3 v2
86	^5 ^6 v5 v4 v3
84	^5 v4 v3 v2 v1
72	v6 v5 v4 v3 v2
72	v5 v4 v3 v2 ^3
72	^2 ^3 ^4 ^5 ^6
70	^4 ^5 ^6 v5 v4
70	v1 ^2 ^3 ^4 ^5
69	^3 ^4 ^5 ^6 v5
65	^3 ^4 v3 v2 v1
65	v2 v1 v7 ^1 ^2
65	v3 v2 v1 v7 ^1
64	v4 v3 v2 v1 v7
61	v3 v2 v1 ^2 ^3
61	^4 v3 v2 v1 v7
61	^1 ^2 ^3 ^4 ^5
60	^2 ^3 ^4 v3 v2
59	v7 v6 v5 v4 v3
58	^4 ^5 v4 v3 v2
55	v4 v3 v2 v1 ^2
51	v7 ^1 ^2 ^3 ^4
50	^6 ^7 ^1 ^2 ^3
50	v3 v2 ^3 v2 v1
47	v1 v7 ^1 ^2 ^3
46	v4 v3 v2 v1 1
45	^5 v4 v3 v2 ^3
44	v4 v3 v2 ^3 ^4
43	^4 ^5 ^6 ^7 ^1
43	^3 ^4 ^5 v4 v3
43	v4 v3 v2 ^3 v1
42	v3 v2 ^3 ^4 ^5
42	^3 v2 v1 v7 ^1
41	^1 v7 v6 v5 v4
41	^7 ^1 ^2 ^3 ^4
40	v2 ^3 ^4 ^5 ^6
39	^1 ^2 ^3 v2 v1
38	^4 v3 v2 v1 ^2
38	v2 v1 ^2 ^3 ^4
35	^2 v1 v7 v6 v5
35	v2 v1 v7 v6 v5
34	v5 ^6 ^7 ^1 ^2
33	^1 ^2 ^3 ^4 v3
33	^3 ^4 ^5 ^6 ^7
32	^4 v3 v2 v1 1
31	^5 5 v4 v3 v2
31	1 ^2 ^3 ^4 ^5
31	^2 ^3 ^4 ^5 v4
31	^3 ^5 v4 v3 v2
30	v5 ^6 v5 v4 v3
30	v5 v4 v3 ^4 ^5
30	^1 v7- v6 v5 v4
29	^3 v2 v1 ^2 ^3
29	v2 ^3 ^4 v3 v2
29	v4 v3 v2 ^3 v2
29	v3 v2 v1 v7 v6
29	v3 ^4 ^5 ^6 v5
28	v2 ^4 v3 v2 v1
28	v1 ^2 ^3 v2 v1
28	v7 ^1 ^2 ^3 v2
27	^3 v2 ^3 ^4 ^5
27	^6 v5 v4 v3 ^4
27	v1 v7 v6 v5 ^6
26	v2 v1 ^2 ^3 v1
26	v2 v1 1 ^2 ^3
25	v6 v5 ^6 ^7 ^1
25	5 v4 v3 v2 v1
25	^2 ^3 v2 ^3 ^4
25	v4 v3 ^4 v3 v2
25	^4 v3 v2 ^3 v2
25	v3 ^4 v3 v2 v1
24	v1 ^2 ^3 ^4 v3
24	v7- v6 v5 v4 v3
24	^3 v2 v1 v7 v6
24	v3 v2 v1 1 ^2
23	v6 v5 ^6 v5 v4
23	^5 ^6 ^7 ^1 ^2
23	^4 ^6 v5 v4 v3
23	v3 v1 ^2 ^3 ^4
22	^2 ^3 v2 v1 v7
22	^3 ^4 v3 ^4 ^5
22	v3 v2 v1 ^3 v2
21	^2 ^3 ^4 ^5 v3
21	v2 v1 ^3 v2 v1
21	^2 ^4 v3 v2 v1
20	v3 v2 v1 1 v7
20	v7 v6 v5 ^6 ^7
20	^6 6 v5 v4 v3
20	v4 v3 ^4 ^5 ^6
20	^3 ^4 v3 v2 ^3
20	5 v4 v3 v2 ^3
19	v4 v3 v2 v1 ^3
19	v2 ^3 v2 v1 v7
19	^1 ^2 v1 v7 v6
19	v4 v3 v2 v1 5
19	^1 ^2 ^3 v2 ^3
19	^1 v7 ^1 ^2 ^3
19	^2 ^3 ^4 ^5 5
19	v2 v1 ^2 ^3 v2
18	v3 v2 v1 v7 ^2
18	5 ^6 v5 v4 v3
18	^4 v3 v2 ^3 v1
18	v6 v5 v4 v3 ^4
18	^5 ^1 v7 v6 v5
18	v1 1 ^2 ^3 ^4
18	^4 4 v3 v2 v1
18	v3 v2 v1 1 ^3
17	^2 ^3 v2 v1 ^2
17	^3 v2 ^3 ^4 v3
17	^1 v7 ^1 v7 ^1
17	v3 ^4 v3 v2 ^3
17	^3 ^4 ^5 5 ^6
17	v3 ^5 v4 v3 v2
17	^3 ^4 ^5 v3 v1
17	^1 ^3 ^5 v4 v3
17	v4 ^5 ^6 v5 v4
17	v2 ^3 v2 v1 ^2
16	^5 ^6 v5 v4 ^5
16	v3 v2 ^4 v3 v2
16	^6 v5 v4 ^5 v4
16	^5 5 ^6 v5 v4
16	v5 v4 ^5 v4 v3
16	^7- v6 v5 v4 v3
16	v2 v1 1 ^3 ^5
16	v7 ^1 ^2 ^3 v1
16	v1 1 v7 ^1 ^2
16	v3 v2 ^3 ^4 v3
15	^7 ^2 ^4 v3 v2
15	^4 v3 v2 v1 ^3
15	v4 v3 v2 v1 ^5
15	v5 ^1 ^3 ^5 v4
15	^5 v1 ^2 ^3 ^4
15	v7 v6 v5 ^6 v5
15	^6 v5 v4 v3 ^5
15	^5 ^6 ^7- v6 v5
15	^4 v3 ^4 ^5 ^6
15	v6 ^7 ^1 ^2 ^3
15	^2 ^3 3 ^4 ^5
15	v5 ^1 ^2 ^3 ^4
14	v6 v5 v4 ^5 ^6
14	^3 v2 v1 v7 ^2
14	6 v5 v4 v3 v2
14	^3 v2 v1 1 1
14	v2 ^3 ^4 ^5 v3
14	v2 v1 v7 ^1 1
14	1 v7 ^1 ^2 ^3
14	v2 ^3 ^4 ^5 5
14	^5 ^6 v5 v3 v1
14	v5 v4 v3 ^4 v2
14	v3 ^4 ^5 v4 v3
13	^1 v5 v4 v3 v2
13	v2 2 2 ^3 ^4
13	^6 ^7 ^1 v7 v6
13	^6 ^7 ^1 ^2 v1
