1071	v2 v1
1046	v3 v2
855	v4 v3
749	^6 v5
746	^2 ^3
700	^3 ^4
660	v5 v4
642	^4 ^5
586	^3 v2
551	v2 ^3
547	v7 ^1
526	v6 v5
514	^4 v3
513	^5 ^6
506	^1 ^2
501	v1 v7
477	v1 ^2
430	v1 1
416	^5 v4
404	^7 ^1
365	v3 ^4
363	^2 v1
345	v5 ^6
330	v3 v1
326	^3 v1
323	^3 ^5
316	^5 v3
315	v7 v6
301	v5 5
296	v5 ^1
286	^1 v7
278	^6 ^7
277	^1 1
273	^5 5
267	v5 v3
253	v4+ ^5
233	v1 ^3
217	^1 ^3
215	^4 v2
205	1 1
204	v4 v2
199	v3 ^5
196	^1 v5
190	v4 ^5
187	^5 v1
178	^3 3
178	5 5
171	v2 2
168	^6 v4
168	^5 ^1
168	^4 ^6
161	^1 v6
154	v2 ^4
152	v7 ^2
151	1 v7
147	5 ^6
147	1 ^2
146	5 v4
146	v5 v4+
146	v3 3
144	^6 ^1
144	3 v2
141	v1 5
141	^2 ^4
139	v2 ^5
138	1 ^3
137	v6 ^7
137	v2 v7
136	^6 6
133	v1 v5
133	v7- v6
133	5 ^1
130	v1 ^5
128	v1 v6
126	v7 v5
125	^2 v5
120	^7- v6
119	^4+ ^5
119	^4 4
118	3 ^4
114	3 3
111	v1 ^4
111	^2 2
110	2 ^3
109	v5 ^3
105	v1+ ^2
103	6 v5
103	^7 v6
100	5 v3
100	v6 ^1
99	v1 v7-
98	^1 v7-
94	^2 v7
94	v4 4
93	^7 ^2
93	4 v3
88	^5 v4+
85	^7 v5
85	v1 ^6
83	^5 v2
82	v2+ ^3
81	^1 5
77	2 v1
75	v4 ^6
73	^6 ^7-
73	v5 ^2
73	v6 6
72	2 2
72	^3 v5
72	v5 ^7
71	v3 ^6
71	v6 v4
71	^5+ ^6
67	^1 v3
66	1 v5
64	^5 v5
63	^5 ^7-
62	v5 ^4
62	v7- ^1
61	v1 3
61	v2 v1+
60	v5+ ^6
60	^7- ^1
59	^4 ^4+
57	5 v4+
56	v5 ^5
55	4 4
54	5 ^3
53	v7 7
53	^3 ^6
52	v7- v5
51	^2 ^5
49	v2 ^6
48	^1 ^4
48	^6 v4+
48	^6+ ^7
47	v2- v1
47	^1+ ^2
47	v3 ^1
47	^6 v3
47	^4 v7
47	^6- v5
46	^3 ^4+
46	v5 ^7-
46	^2+ ^3
46	v1 ^1
45	v7 ^5
45	^7- v5
44	v2 v5
44	1 v7-
44	v6 ^4
44	7 ^1
43	6 6
43	v5 v1
43	^6 v2
43	v6 ^2
42	3 ^5
42	^7 7
42	1 ^5
42	v6 ^7-
41	^1 v4
40	^1 ^5
40	^6 v5+
39	^1 v1
39	v3+ ^4
37	v3 ^4+
37	v6- v5
36	4 ^5
36	^7- 7-
36	^5 ^6-
36	v5 v2
36	v7 ^3
36	v2 v7-
35	v6+ ^7
35	3 v1
35	v4 v1
34	^5 ^7
34	v6+ v5
34	v3 v2+
34	5 v1
33	^3 v7
33	v4 v3+
33	v4+ ^6
33	v5 ^6+
32	^1 3
32	v3- v2
32	4 v2
32	v6 v5+
31	1 v6
31	^2- v1
30	^2 v1+
30	^6 v7
30	^7- v6-
30	v4+ v3
29	v7- v6+
29	7 7
29	^1 v2
29	^4+ ^5+
29	v2 ^1
28	^7- v6+
28	v4 ^1
28	^3 v6
27	v4 v3-
27	^2 ^6
27	^2 ^3-
26	v7 ^6
26	^4 v5
26	^5 ^5+
26	v7- 7-
25	^6 v1
25	v4 ^2
25	v3 v5
25	v5 ^6-
25	v7- ^2
24	v5 v3-
24	v6 v3
24	^4+ ^6
24	v4 ^4+
23	v2 v6
23	^5 ^3
23	^1 ^6
23	v3- v2-
23	^6+ v5
23	v7 v7-
23	v3 v7
22	v7 v6+
22	^4+ v3
22	v3 v2-
22	^3+ ^4
22	v3 v1+
22	^4 v1
22	^7 v7-
21	6 ^1
21	^6 ^2
21	^5 ^6+
21	v2 ^7
21	v4+ v4
21	v1+ ^3
21	5 ^7
21	6 ^7
21	^7- ^7
20	^3 v2+
20	v6+ ^7-
20	v5- v4
20	^5- v4
20	v3- ^4
20	v1 ^7
20	v6 v4+
19	^1+ v7
19	v7- v6-
19	v4+ 4+
19	4+ ^5
19	7- 7-
19	^1 ^1+
19	^3- v2
18	2 ^5
18	^5 ^2
18	v7 ^4
18	v5+ v3
18	^5 v7
18	v7- ^3
18	^6- ^7-
18	v5- ^6
18	^4 v6
18	^3- ^4
17	^2 v7-
17	^5+ ^7
17	3 ^6
17	v4 v2-
17	v5 v7
17	^4 v3-
