"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":3411.1699999994016},{""page_index"":1,""viewing_time"":7678.44999999943},{""page_index"":2,""viewing_time"":1291.8449999997392}]","12382.449999997334","instructions","0","12388","0.0-0.0","78419","","",""
"","52163.744999998016","survey-text","1","64558","0.0-1.0","78419","{""Q0"":""26"",""Q1"":""MM - Vocal Performance"",""Q2"":""Moveable Do... if I have to. (I'd rather just sight read with words!)"",""Q3"":""No"",""Q4"":""60 weeks"",""Q5"":""0""}","",""
"[{""page_index"":0,""viewing_time"":2063.075000001845},{""page_index"":1,""viewing_time"":7950.77499999752},{""page_index"":2,""viewing_time"":1075.345000001107}]","11090.265000002546","instructions","2","75650","0.0-2.0","78419","","",""
"","8713.780000001861","audio-button-response","3","84371","0.0-3.0","78419","","stimuli/c-do.mp3","0"
"","9057.99499999921","audio-button-response","4","93433","0.0-4.0","78419","","stimuli/a-le.mp3","8"
"[{""page_index"":0,""viewing_time"":6734.474999997474},{""page_index"":1,""viewing_time"":3756.56500000332}]","10492.0549999988","instructions","5","103927","0.0-5.0","78419","","",""
"","null","audio-button-response","6","123933","0.0-6.0-0.0","78419","","stimuli/e-fi.mp3","null"
"","401.9349999980477","audio-button-response","7","124342","0.0-6.0-0.1","78419","","stimuli/a-do8.mp3","10"
"","15074.479999999312","audio-button-response","8","139420","0.0-6.0-0.2","78419","","stimuli/e-re.mp3","2"
"","19925.060000001395","audio-button-response","9","159350","0.0-6.0-0.3","78419","","stimuli/e-la.mp3","7"
"","18534.880000002886","audio-button-response","10","177889","0.0-6.0-0.4","78419","","stimuli/a-la.mp3","3"
"","null","audio-button-response","11","197892","0.0-6.0-0.5","78419","","stimuli/c-me.mp3","null"
"","8365.33000000054","audio-button-response","12","206262","0.0-6.0-0.6","78419","","stimuli/a-fi.mp3","10"
"","7824.534999999742","audio-button-response","13","214092","0.0-6.0-0.7","78419","","stimuli/e-ti.mp3","11"
"","11446.704999998474","audio-button-response","14","225543","0.0-6.0-0.8","78419","","stimuli/c-le.mp3","4"
"","4093.1449999989127","audio-button-response","15","229640","0.0-6.0-0.9","78419","","stimuli/e-di.mp3","4"
"","19456.68999999907","audio-button-response","16","249101","0.0-6.0-0.10","78419","","stimuli/c-re.mp3","2"
"","null","audio-button-response","17","269104","0.0-6.0-0.11","78419","","stimuli/c-fi.mp3","null"
"","376.95499999972526","audio-button-response","18","269485","0.0-6.0-0.12","78419","","stimuli/e-ra.mp3","9"
"","15289.399999997811","audio-button-response","19","284779","0.0-6.0-0.13","78419","","stimuli/c-mi.mp3","9"
"","12033.554999998189","audio-button-response","20","296816","0.0-6.0-0.14","78419","","stimuli/e-te.mp3","0"
"","null","audio-button-response","21","316821","0.0-6.0-0.15","78419","","stimuli/c-fa.mp3","null"
"","8399.429999997723","audio-button-response","22","325227","0.0-6.0-0.16","78419","","stimuli/c-do.mp3","0"
"","7804.954999999609","audio-button-response","23","333036","0.0-6.0-0.17","78419","","stimuli/e-do8.mp3","12"
"","9850.454999999783","audio-button-response","24","342890","0.0-6.0-0.18","78419","","stimuli/a-re.mp3","0"
"","7534.195000000182","audio-button-response","25","350429","0.0-6.0-0.19","78419","","stimuli/c-do8.mp3","0"
"","16676.16000000271","audio-button-response","26","367109","0.0-6.0-0.20","78419","","stimuli/a-te.mp3","9"
"","19621.16000000242","audio-button-response","27","386735","0.0-6.0-0.21","78419","","stimuli/c-sol.mp3","5"
"","8716.484999997192","audio-button-response","28","395456","0.0-6.0-0.22","78419","","stimuli/c-ti.mp3","11"
"","10397.314999998314","audio-button-response","29","405857","0.0-6.0-0.23","78419","","stimuli/a-sol.mp3","7"
"","12720.245000000403","audio-button-response","30","418582","0.0-6.0-0.24","78419","","stimuli/e-me.mp3","5"
"","null","audio-button-response","31","438585","0.0-6.0-0.25","78419","","stimuli/a-le.mp3","null"
"","11274.689999998373","audio-button-response","32","449863","0.0-6.0-0.26","78419","","stimuli/a-mi.mp3","3"
"","16894.704999998794","audio-button-response","33","466763","0.0-6.0-0.27","78419","","stimuli/e-sol.mp3","9"
"","8361.045000001439","audio-button-response","34","475129","0.0-6.0-0.28","78419","","stimuli/e-do.mp3","0"
"","11075.434999998834","audio-button-response","35","486209","0.0-6.0-0.29","78419","","stimuli/e-le.mp3","11"
"","7776.535000000906","audio-button-response","36","493990","0.0-6.0-0.30","78419","","stimuli/a-do.mp3","12"
"","11437.934999998135","audio-button-response","37","505431","0.0-6.0-0.31","78419","","stimuli/a-fa.mp3","5"
"","12175.849999999627","audio-button-response","38","517612","0.0-6.0-0.32","78419","","stimuli/a-ra.mp3","8"
"","10349.689999999013","audio-button-response","39","527965","0.0-6.0-0.33","78419","","stimuli/a-me.mp3","0"
"","9216.175000001444","audio-button-response","40","537185","0.0-6.0-0.34","78419","","stimuli/e-mi.mp3","4"
"","null","audio-button-response","41","557188","0.0-6.0-0.35","78419","","stimuli/c-la.mp3","null"
"","436.1849999986589","audio-button-response","42","557628","0.0-6.0-0.36","78419","","stimuli/a-ti.mp3","7"
"","12020.375000000116","audio-button-response","43","569653","0.0-6.0-0.37","78419","","stimuli/e-fa.mp3","0"
"","11511.489999997197","audio-button-response","44","581170","0.0-6.0-0.38","78419","","stimuli/c-ra.mp3","6"
"","14119.944999998435","survey-text","45","595293","0.0-7.0","78419","{""Q0"":""AKH""}","",""
"[{""page_index"":0,""viewing_time"":2333.060000000871}]","2333.709999998915","instructions","46","597628","0.0-8.0","78419","","",""
