"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":121045.06499999843},{""page_index"":1,""viewing_time"":31895.5799999967},{""page_index"":2,""viewing_time"":2224.034999999276}]","155165.06499999377","instructions","0","155167","0.0-0.0","11892","","",""
"","59430.61000000307","survey-text","1","214599","0.0-1.0","11892","{""Q0"":""32"",""Q1"":""Graduate Student"",""Q2"":""Moveable-Do"",""Q3"":""No"",""Q4"":""1 Semester"",""Q5"":""0""}","",""
"[{""page_index"":0,""viewing_time"":2238.5700000013458},{""page_index"":1,""viewing_time"":6704.1449999960605},{""page_index"":2,""viewing_time"":1663.925000000745}]","10606.939999997849","instructions","2","225206","0.0-2.0","11892","","",""
"","12398.589999997057","audio-button-response","3","237607","0.0-3.0","11892","","stimuli/c-do.mp3","0"
"","9950.73499999853","audio-button-response","4","247558","0.0-4.0","11892","","stimuli/a-le.mp3","8"
"[{""page_index"":0,""viewing_time"":4639.315000000352},{""page_index"":1,""viewing_time"":6767.979999996896}]","11407.534999998461","instructions","5","258966","0.0-5.0","11892","","",""
"","9102.829999996175","audio-button-response","6","268070","0.0-6.0-0.0","11892","","stimuli/a-me.mp3","0"
"","7430.955000003451","audio-button-response","7","275502","0.0-6.0-0.1","11892","","stimuli/c-re.mp3","1"
"","8255.18000000011","audio-button-response","8","283758","0.0-6.0-0.2","11892","","stimuli/a-fa.mp3","2"
"","8326.945000000705","audio-button-response","9","292086","0.0-6.0-0.3","11892","","stimuli/a-ra.mp3","1"
"","10391.21499999601","audio-button-response","10","302478","0.0-6.0-0.4","11892","","stimuli/e-te.mp3","6"
"","9335.090000000491","audio-button-response","11","311814","0.0-6.0-0.5","11892","","stimuli/a-ti.mp3","11"
"","9943.400000003749","audio-button-response","12","321759","0.0-6.0-0.6","11892","","stimuli/e-le.mp3","3"
"","14022.579999997106","audio-button-response","13","335774","0.0-6.0-0.7","11892","","stimuli/a-te.mp3","2"
"","8487.245000003895","audio-button-response","14","344263","0.0-6.0-0.8","11892","","stimuli/c-ra.mp3","1"
"","8734.949999998207","audio-button-response","15","352999","0.0-6.0-0.9","11892","","stimuli/c-do8.mp3","12"
"","13694.949999997334","audio-button-response","16","366694","0.0-6.0-0.10","11892","","stimuli/c-fi.mp3","5"
"","4007.2000000000116","audio-button-response","17","370703","0.0-6.0-0.11","11892","","stimuli/e-di.mp3","5"
"","11398.975000003702","audio-button-response","18","382102","0.0-6.0-0.12","11892","","stimuli/a-fi.mp3","2"
"","10727.06499999913","audio-button-response","19","392830","0.0-6.0-0.13","11892","","stimuli/c-la.mp3","4"
"","10231.079999997746","audio-button-response","20","403062","0.0-6.0-0.14","11892","","stimuli/a-re.mp3","7"
"","15023.074999997334","audio-button-response","21","418086","0.0-6.0-0.15","11892","","stimuli/a-sol.mp3","5"
"","9782.944999999017","audio-button-response","22","427870","0.0-6.0-0.16","11892","","stimuli/e-la.mp3","9"
"","17127.11500000296","audio-button-response","23","444998","0.0-6.0-0.17","11892","","stimuli/e-fi.mp3","6"
"","8623.035000004165","audio-button-response","24","453622","0.0-6.0-0.18","11892","","stimuli/a-do8.mp3","0"
"","8599.029999997583","audio-button-response","25","462222","0.0-6.0-0.19","11892","","stimuli/e-ti.mp3","11"
"","8279.170000001614","audio-button-response","26","470506","0.0-6.0-0.20","11892","","stimuli/e-do.mp3","0"
"","10591.205000004265","audio-button-response","27","481098","0.0-6.0-0.21","11892","","stimuli/c-do.mp3","0"
"","8534.810000004654","audio-button-response","28","489634","0.0-6.0-0.22","11892","","stimuli/c-mi.mp3","4"
"","9222.959999999148","audio-button-response","29","498858","0.0-6.0-0.23","11892","","stimuli/e-sol.mp3","7"
"","9431.30000000383","audio-button-response","30","508290","0.0-6.0-0.24","11892","","stimuli/e-do8.mp3","12"
"","9215.02000000322","audio-button-response","31","517506","0.0-6.0-0.25","11892","","stimuli/c-sol.mp3","5"
"","8951.020000000368","audio-button-response","32","526458","0.0-6.0-0.26","11892","","stimuli/c-me.mp3","3"
"","16718.950000002165","audio-button-response","33","543176","0.0-6.0-0.27","11892","","stimuli/e-re.mp3","2"
"","17671.21999999648","audio-button-response","34","560848","0.0-6.0-0.28","11892","","stimuli/c-fa.mp3","2"
"","9758.994999996503","audio-button-response","35","570608","0.0-6.0-0.29","11892","","stimuli/a-mi.mp3","0"
"","12519.119999997085","audio-button-response","36","583128","0.0-6.0-0.30","11892","","stimuli/e-fa.mp3","7"
"","10351.015000000247","audio-button-response","37","593480","0.0-6.0-0.31","11892","","stimuli/e-me.mp3","6"
"","8807.03000000352","audio-button-response","38","602288","0.0-6.0-0.32","11892","","stimuli/e-mi.mp3","5"
"","9735.11999999755","audio-button-response","39","612022","0.0-6.0-0.33","11892","","stimuli/e-ra.mp3","1"
"","11423.009999998612","audio-button-response","40","623446","0.0-6.0-0.34","11892","","stimuli/a-la.mp3","3"
"","11623.060000005411","audio-button-response","41","635070","0.0-6.0-0.35","11892","","stimuli/c-ti.mp3","12"
"","8655.084999998566","audio-button-response","42","643726","0.0-6.0-0.36","11892","","stimuli/a-le.mp3","1"
"","8103.10000000021","audio-button-response","43","651830","0.0-6.0-0.37","11892","","stimuli/a-do.mp3","0"
"","10559.09999999858","audio-button-response","44","662390","0.0-6.0-0.38","11892","","stimuli/c-le.mp3","8"
"","3767.3199999990175","survey-text","45","666158","0.0-7.0","11892","{""Q0"":""""}","",""
"[{""page_index"":0,""viewing_time"":3039.3750000003492}]","3039.595000001951","instructions","46","669197","0.0-8.0","11892","","",""
