"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":1632.5049999868497},{""page_index"":1,""viewing_time"":1474.2450000485405},{""page_index"":2,""viewing_time"":27780.074999900535}]","30887.389999930747","instructions","0","30888","0.0-0.0","41797","","",""
"","47426.91000003833","survey-text","1","78316","0.0-1.0","41797","{""Q0"":""28"",""Q1"":""Grad Student"",""Q2"":""Fixed-Do only"",""Q3"":""yes"",""Q4"":""60"",""Q5"":""3.5""}","",""
"[{""page_index"":0,""viewing_time"":4010.190000059083},{""page_index"":1,""viewing_time"":9973.729999968782},{""page_index"":2,""viewing_time"":4745.93500001356}]","18730.24499998428","instructions","2","97046","0.0-2.0","41797","","",""
"","8407.185000018217","audio-button-response","3","105456","0.0-3.0","41797","","stimuli/c-do.mp3","0"
"","16214.53500003554","audio-button-response","4","121671","0.0-4.0","41797","","stimuli/a-le.mp3","8"
"[{""page_index"":0,""viewing_time"":5775.03500005696},{""page_index"":1,""viewing_time"":24678.934999974445}]","30454.344999976456","instructions","5","152125","0.0-5.0","41797","","",""
"","8800.64500006847","audio-button-response","6","160927","0.0-6.0-0.0","41797","","stimuli/e-do.mp3","0"
"","9018.730000010692","audio-button-response","7","169947","0.0-6.0-0.1","41797","","stimuli/e-mi.mp3","4"
"","12545.155000058003","audio-button-response","8","182493","0.0-6.0-0.2","41797","","stimuli/a-te.mp3","10"
"","9140.219999942929","audio-button-response","9","191634","0.0-6.0-0.3","41797","","stimuli/a-ti.mp3","11"
"","8665.580000029877","audio-button-response","10","200301","0.0-6.0-0.4","41797","","stimuli/a-ra.mp3","1"
"","8194.695000071079","audio-button-response","11","208496","0.0-6.0-0.5","41797","","stimuli/c-ti.mp3","11"
"","8307.890000054613","audio-button-response","12","216805","0.0-6.0-0.6","41797","","stimuli/a-sol.mp3","7"
"","8370.750000001863","audio-button-response","13","225177","0.0-6.0-0.7","41797","","stimuli/c-fa.mp3","5"
"","7290.619999985211","audio-button-response","14","232469","0.0-6.0-0.8","41797","","stimuli/c-sol.mp3","7"
"","8059.0099999681115","audio-button-response","15","240529","0.0-6.0-0.9","41797","","stimuli/c-do8.mp3","12"
"","7421.549999970011","audio-button-response","16","247951","0.0-6.0-0.10","41797","","stimuli/c-re.mp3","2"
"","13309.41999994684","audio-button-response","17","261262","0.0-6.0-0.11","41797","","stimuli/a-fa.mp3","5"
"","8290.510000078939","audio-button-response","18","269553","0.0-6.0-0.12","41797","","stimuli/c-ra.mp3","1"
"","8314.634999958798","audio-button-response","19","277869","0.0-6.0-0.13","41797","","stimuli/c-me.mp3","3"
"","9126.960000023246","audio-button-response","20","286997","0.0-6.0-0.14","41797","","stimuli/e-te.mp3","10"
"","7394.440000061877","audio-button-response","21","294392","0.0-6.0-0.15","41797","","stimuli/e-do8.mp3","12"
"","13347.279999987222","audio-button-response","22","307740","0.0-6.0-0.16","41797","","stimuli/a-le.mp3","8"
"","7402.490000007674","audio-button-response","23","315144","0.0-6.0-0.17","41797","","stimuli/c-mi.mp3","3"
"","7471.37499996461","audio-button-response","24","322616","0.0-6.0-0.18","41797","","stimuli/c-fi.mp3","6"
"","7544.785000034608","audio-button-response","25","330162","0.0-6.0-0.19","41797","","stimuli/c-la.mp3","9"
"","10785.459999926388","audio-button-response","26","340948","0.0-6.0-0.20","41797","","stimuli/a-la.mp3","9"
"","9953.029999975115","audio-button-response","27","350902","0.0-6.0-0.21","41797","","stimuli/e-le.mp3","8"
"","10156.374999904074","audio-button-response","28","361060","0.0-6.0-0.22","41797","","stimuli/e-me.mp3","3"
"","12510.005000047386","audio-button-response","29","373570","0.0-6.0-0.23","41797","","stimuli/a-re.mp3","2"
"","7993.130000075325","audio-button-response","30","381564","0.0-6.0-0.24","41797","","stimuli/e-sol.mp3","7"
"","9126.894999993965","audio-button-response","31","390693","0.0-6.0-0.25","41797","","stimuli/c-le.mp3","8"
"","9061.744999955408","audio-button-response","32","399755","0.0-6.0-0.26","41797","","stimuli/e-re.mp3","2"
"","7386.794999940321","audio-button-response","33","407143","0.0-6.0-0.27","41797","","stimuli/a-do8.mp3","12"
"","8865.71499996353","audio-button-response","34","416010","0.0-6.0-0.28","41797","","stimuli/a-mi.mp3","4"
"","10043.7099999981","audio-button-response","35","426054","0.0-6.0-0.29","41797","","stimuli/a-me.mp3","3"
"","9319.479999947362","audio-button-response","36","435375","0.0-6.0-0.30","41797","","stimuli/e-fa.mp3","5"
"","15214.465000084601","audio-button-response","37","450590","0.0-6.0-0.31","41797","","stimuli/e-fi.mp3","6"
"","8977.264999994077","audio-button-response","38","459568","0.0-6.0-0.32","41797","","stimuli/e-ra.mp3","1"
"","14236.395000014454","audio-button-response","39","473806","0.0-6.0-0.33","41797","","stimuli/e-ti.mp3","11"
"","12262.90499989409","audio-button-response","40","486069","0.0-6.0-0.34","41797","","stimuli/a-fi.mp3","6"
"","7765.874999924563","audio-button-response","41","493836","0.0-6.0-0.35","41797","","stimuli/c-do.mp3","0"
"","3178.885000059381","audio-button-response","42","497016","0.0-6.0-0.36","41797","","stimuli/e-di.mp3","0"
"","11808.079999987967","audio-button-response","43","508825","0.0-6.0-0.37","41797","","stimuli/e-la.mp3","9"
"","8131.225000019185","audio-button-response","44","516957","0.0-6.0-0.38","41797","","stimuli/a-do.mp3","0"
"","5926.804999937303","survey-text","45","522885","0.0-7.0","41797","{""Q0"":""""}","",""
"[{""page_index"":0,""viewing_time"":3384.1199999442324}]","3384.4699999317527","instructions","46","526269","0.0-8.0","41797","","",""
