"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":50773.549999983516},{""page_index"":1,""viewing_time"":10167.695000011008},{""page_index"":2,""viewing_time"":1532.0150000043213}]","62473.629999993136","instructions","0","62475","0.0-0.0","46160","","",""
"","10105.784999992466","survey-text","1","72583","0.0-1.0","46160","{""Q0"":""24"",""Q1"":""Bachelor's in progress"",""Q2"":""moveable do"",""Q3"":""no"",""Q4"":""60 weeks"",""Q5"":""0""}","",""
"[{""page_index"":0,""viewing_time"":1027.925000002142},{""page_index"":1,""viewing_time"":1453.7499999860302},{""page_index"":2,""viewing_time"":723.5750000108965}]","3205.5799999798182","instructions","2","75789","0.0-2.0","46160","","",""
"","7156.659999978729","audio-button-response","3","82948","0.0-3.0","46160","","stimuli/c-do.mp3","0"
"","12189.559999998892","audio-button-response","4","95138","0.0-4.0","46160","","stimuli/a-le.mp3","8"
"[{""page_index"":0,""viewing_time"":15676.095000002533},{""page_index"":1,""viewing_time"":7726.1449999932665}]","23402.52999999211","instructions","5","118541","0.0-5.0","46160","","",""
"","11067.660000000615","audio-button-response","6","129610","0.0-6.0-0.0","46160","","stimuli/e-me.mp3","3"
"","10161.265000002459","audio-button-response","7","139773","0.0-6.0-0.1","46160","","stimuli/e-mi.mp3","4"
"","2071.590000006836","audio-button-response","8","141845","0.0-6.0-0.2","46160","","stimuli/e-di.mp3","4"
"","9017.105000006268","audio-button-response","9","150863","0.0-6.0-0.3","46160","","stimuli/c-sol.mp3","7"
"","15474.099999992177","audio-button-response","10","166339","0.0-6.0-0.4","46160","","stimuli/c-mi.mp3","4"
"","14223.015000025043","audio-button-response","11","180562","0.0-6.0-0.5","46160","","stimuli/a-fa.mp3","5"
"","11904.769999993732","audio-button-response","12","192467","0.0-6.0-0.6","46160","","stimuli/a-fi.mp3","6"
"","13384.265000000596","audio-button-response","13","205853","0.0-6.0-0.7","46160","","stimuli/e-fi.mp3","6"
"","11993.105000001378","audio-button-response","14","217847","0.0-6.0-0.8","46160","","stimuli/e-ti.mp3","11"
"","8785.915000014938","audio-button-response","15","226634","0.0-6.0-0.9","46160","","stimuli/c-do8.mp3","12"
"","8760.91000001179","audio-button-response","16","235396","0.0-6.0-0.10","46160","","stimuli/a-do8.mp3","0"
"","11466.50499998941","audio-button-response","17","246863","0.0-6.0-0.11","46160","","stimuli/e-la.mp3","9"
"","12346.359999995911","audio-button-response","18","259211","0.0-6.0-0.12","46160","","stimuli/c-re.mp3","2"
"","9202.584999991814","audio-button-response","19","268415","0.0-6.0-0.13","46160","","stimuli/e-do8.mp3","0"
"","9080.625000002328","audio-button-response","20","277497","0.0-6.0-0.14","46160","","stimuli/c-ti.mp3","11"
"","14363.899999996647","audio-button-response","21","291862","0.0-6.0-0.15","46160","","stimuli/c-fi.mp3","6"
"","15386.879999976372","audio-button-response","22","307250","0.0-6.0-0.16","46160","","stimuli/a-sol.mp3","7"
"","11116.920000000391","audio-button-response","23","318369","0.0-6.0-0.17","46160","","stimuli/a-la.mp3","9"
"","8741.94500001613","audio-button-response","24","327111","0.0-6.0-0.18","46160","","stimuli/c-do.mp3","0"
"","9579.200000007404","audio-button-response","25","336692","0.0-6.0-0.19","46160","","stimuli/a-ti.mp3","11"
"","15068.815000005998","audio-button-response","26","351761","0.0-6.0-0.20","46160","","stimuli/c-la.mp3","9"
"","15515.019999991637","audio-button-response","27","367278","0.0-6.0-0.21","46160","","stimuli/a-ra.mp3","8"
"","13052.00500000501","audio-button-response","28","380331","0.0-6.0-0.22","46160","","stimuli/a-le.mp3","8"
"","10326.054999983171","audio-button-response","29","390658","0.0-6.0-0.23","46160","","stimuli/e-ra.mp3","1"
"","7623.940000019502","audio-button-response","30","398282","0.0-6.0-0.24","46160","","stimuli/a-do.mp3","0"
"","11999.199999991106","audio-button-response","31","410282","0.0-6.0-0.25","46160","","stimuli/c-fa.mp3","5"
"","15998.03499999689","audio-button-response","32","426281","0.0-6.0-0.26","46160","","stimuli/c-le.mp3","8"
"","10300.139999977546","audio-button-response","33","436582","0.0-6.0-0.27","46160","","stimuli/e-re.mp3","2"
"","11659.675000002608","audio-button-response","34","448243","0.0-6.0-0.28","46160","","stimuli/a-me.mp3","3"
"","15388.234999991255","audio-button-response","35","463632","0.0-6.0-0.29","46160","","stimuli/e-le.mp3","8"
"","8189.554999989923","audio-button-response","36","471823","0.0-6.0-0.30","46160","","stimuli/e-sol.mp3","7"
"","10529.38500000164","audio-button-response","37","482353","0.0-6.0-0.31","46160","","stimuli/e-do.mp3","0"
"","14032.454999978654","audio-button-response","38","496387","0.0-6.0-0.32","46160","","stimuli/a-mi.mp3","4"
"","11847.355000005336","audio-button-response","39","508235","0.0-6.0-0.33","46160","","stimuli/a-re.mp3","2"
"","12617.800000007264","audio-button-response","40","520854","0.0-6.0-0.34","46160","","stimuli/e-te.mp3","10"
"","17215.870000014547","audio-button-response","41","538072","0.0-6.0-0.35","46160","","stimuli/a-te.mp3","8"
"","12425.40999999619","audio-button-response","42","550498","0.0-6.0-0.36","46160","","stimuli/e-fa.mp3","5"
"","9547.695000015665","audio-button-response","43","560047","0.0-6.0-0.37","46160","","stimuli/c-ra.mp3","1"
"","12677.194999996573","audio-button-response","44","572725","0.0-6.0-0.38","46160","","stimuli/c-me.mp3","3"
"","10663.274999998976","survey-text","45","583389","0.0-7.0","46160","{""Q0"":""Lobert""}","",""
"[{""page_index"":0,""viewing_time"":3810.330000007525}]","3810.5949999880977","instructions","46","587199","0.0-8.0","46160","","",""
