"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":20492.470000011963},{""page_index"":1,""viewing_time"":1025.7049999927403},{""page_index"":2,""viewing_time"":791.7500000039581}]","22310.425000003306","instructions","0","22316","0.0-0.0","18239","","",""
"","14362.51999999513","survey-text","1","36682","0.0-1.0","18239","{""Q0"":""29"",""Q1"":""PhD Bound!"",""Q2"":""Moveable Do"",""Q3"":""No"",""Q4"":""60"",""Q5"":""2""}","",""
"[{""page_index"":0,""viewing_time"":4950.604999990901},{""page_index"":1,""viewing_time"":5239.9549999972805},{""page_index"":2,""viewing_time"":2452.030000000377}]","12642.97999998962","instructions","2","49326","0.0-2.0","18239","","",""
"","8003.689999997732","audio-button-response","3","57333","0.0-3.0","18239","","stimuli/c-do.mp3","0"
"","7337.910000002012","audio-button-response","4","64673","0.0-4.0","18239","","stimuli/a-le.mp3","8"
"[{""page_index"":0,""viewing_time"":3436.295000006794},{""page_index"":1,""viewing_time"":1406.3549999991665}]","4843.030000003637","instructions","5","69517","0.0-5.0","18239","","",""
"","7755.909999992582","audio-button-response","6","77275","0.0-6.0-0.0","18239","","stimuli/e-fi.mp3","8"
"","9792.665000000852","audio-button-response","7","87070","0.0-6.0-0.1","18239","","stimuli/a-me.mp3","8"
"","7500.205000003916","audio-button-response","8","94572","0.0-6.0-0.2","18239","","stimuli/a-do8.mp3","0"
"","8120.620000001509","audio-button-response","9","102694","0.0-6.0-0.3","18239","","stimuli/a-fa.mp3","5"
"","8152.565000011236","audio-button-response","10","110848","0.0-6.0-0.4","18239","","stimuli/e-ra.mp3","8"
"","9510.064999994938","audio-button-response","11","120360","0.0-6.0-0.5","18239","","stimuli/c-re.mp3","5"
"","7766.4049999875715","audio-button-response","12","128129","0.0-6.0-0.6","18239","","stimuli/a-ti.mp3","11"
"","9128.544999999576","audio-button-response","13","137259","0.0-6.0-0.7","18239","","stimuli/e-la.mp3","9"
"","9380.395000000135","audio-button-response","14","146641","0.0-6.0-0.8","18239","","stimuli/a-fi.mp3","8"
"","11078.4399999975","audio-button-response","15","157721","0.0-6.0-0.9","18239","","stimuli/e-le.mp3","8"
"","9184.554999999818","audio-button-response","16","166908","0.0-6.0-0.10","18239","","stimuli/a-mi.mp3","4"
"","7562.369999999646","audio-button-response","17","174472","0.0-6.0-0.11","18239","","stimuli/e-ti.mp3","11"
"","7910.485000000335","audio-button-response","18","182384","0.0-6.0-0.12","18239","","stimuli/a-sol.mp3","7"
"","8650.349999996251","audio-button-response","19","191036","0.0-6.0-0.13","18239","","stimuli/c-me.mp3","10"
"","7518.259999997099","audio-button-response","20","198556","0.0-6.0-0.14","18239","","stimuli/a-do.mp3","0"
"","10761.529999988852","audio-button-response","21","209320","0.0-6.0-0.15","18239","","stimuli/e-re.mp3","2"
"","7615.059999996447","audio-button-response","22","216937","0.0-6.0-0.16","18239","","stimuli/e-sol.mp3","7"
"","8020.39999999397","audio-button-response","23","224960","0.0-6.0-0.17","18239","","stimuli/a-ra.mp3","8"
"","8139.12999999593","audio-button-response","24","233101","0.0-6.0-0.18","18239","","stimuli/c-ra.mp3","1"
"","8110.560000000987","audio-button-response","25","241214","0.0-6.0-0.19","18239","","stimuli/c-le.mp3","8"
"","7520.300000003772","audio-button-response","26","248736","0.0-6.0-0.20","18239","","stimuli/e-do.mp3","0"
"","7395.715000006021","audio-button-response","27","256134","0.0-6.0-0.21","18239","","stimuli/c-ti.mp3","11"
"","7262.05000000482","audio-button-response","28","263398","0.0-6.0-0.22","18239","","stimuli/e-do8.mp3","12"
"","10128.844999999274","audio-button-response","29","273529","0.0-6.0-0.23","18239","","stimuli/a-re.mp3","2"
"","7809.469999992871","audio-button-response","30","281341","0.0-6.0-0.24","18239","","stimuli/c-mi.mp3","5"
"","7498.695000002044","audio-button-response","31","288841","0.0-6.0-0.25","18239","","stimuli/c-do.mp3","0"
"","8070.194999992964","audio-button-response","32","296913","0.0-6.0-0.26","18239","","stimuli/a-la.mp3","9"
"","8462.614999996731","audio-button-response","33","305377","0.0-6.0-0.27","18239","","stimuli/c-la.mp3","9"
"","7960.225000002538","audio-button-response","34","313340","0.0-6.0-0.28","18239","","stimuli/a-te.mp3","10"
"","7644.720000011148","audio-button-response","35","320986","0.0-6.0-0.29","18239","","stimuli/a-le.mp3","8"
"","7373.475000000326","audio-button-response","36","328362","0.0-6.0-0.30","18239","","stimuli/c-do8.mp3","12"
"","7717.999999993481","audio-button-response","37","336082","0.0-6.0-0.31","18239","","stimuli/e-te.mp3","10"
"","7976.265000004787","audio-button-response","38","344060","0.0-6.0-0.32","18239","","stimuli/e-mi.mp3","4"
"","7966.425000005984","audio-button-response","39","352029","0.0-6.0-0.33","18239","","stimuli/e-me.mp3","10"
"","7798.365000009653","audio-button-response","40","359829","0.0-6.0-0.34","18239","","stimuli/c-sol.mp3","7"
"","10019.375000003492","audio-button-response","41","369851","0.0-6.0-0.35","18239","","stimuli/c-fi.mp3","3"
"","7540.630000003148","audio-button-response","42","377393","0.0-6.0-0.36","18239","","stimuli/e-fa.mp3","5"
"","7586.469999994733","audio-button-response","43","384981","0.0-6.0-0.37","18239","","stimuli/c-fa.mp3","5"
"","null","audio-button-response","44","404987","0.0-6.0-0.38","18239","","stimuli/e-di.mp3","null"
"","11897.855000002892","survey-text","45","416886","0.0-7.0","18239","{""Q0"":""David B""}","",""
"[{""page_index"":0,""viewing_time"":2978.3499999903142}]","2978.7649999925634","instructions","46","419866","0.0-8.0","18239","","",""
