"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","key_press","response_sequence","melody"
"[{""page_index"":0,""viewing_time"":2304.3450000695884},{""page_index"":1,""viewing_time"":1334.2000000411645},{""page_index"":2,""viewing_time"":1634.059999953024}]","5274.460000102408","instructions","0","5299","0.0-0.0","22189","","","","","",""
"","2775.7650000276044","survey-text","1","8081","0.0-1.0","22189","{""Q0"":""18""}","","","","",""
"","40579.9700000789","survey-text","2","48664","0.0-2.0","22189","{""Q0"":""Bachelor's Student""}","","","","",""
"","13312.389999977313","survey-text","3","61977","0.0-3.0","22189","{""Q0"":""Numbers""}","","","","",""
"","25253.245000028983","survey-text","4","87231","0.0-4.0","22189","{""Q0"":""No""}","","","","",""
"","48247.629999998026","survey-text","5","135481","0.0-5.0","22189","{""Q0"":""5 years as a child""}","","","","",""
"","10136.345000006258","survey-text","6","145619","0.0-6.0","22189","{""Q0"":""0""}","","","","",""
"[{""page_index"":0,""viewing_time"":7312.514999997802},{""page_index"":1,""viewing_time"":29385.66999998875},{""page_index"":2,""viewing_time"":2187.114999978803}]","38886.134999920614","instructions","7","184507","0.0-7.0","22189","","","","","",""
"","10380.319999996573","audio-button-response","8","194898","0.0-8.0","22189","","stimuli/long/c-do.mp3","0","","",""
"","11176.025000051595","audio-button-response","9","206080","0.0-9.0","22189","","stimuli/long/a-le.mp3","4","","",""
"[{""page_index"":0,""viewing_time"":13141.545000020415},{""page_index"":1,""viewing_time"":105225.91499995906}]","118368.32499993034","instructions","10","324449","0.0-10.0","22189","","","","","",""
"","10940.565000055358","audio-button-response","11","335396","0.0-11.0-0.0","22189","","stimuli/long/a-do.mp3","0","","",""
"","null","audio-button-response","12","355403","0.0-11.0-0.1","22189","","stimuli/long/c-la.mp3","null","","",""
"","17614.034999976866","audio-button-response","13","373022","0.0-11.0-0.2","22189","","stimuli/long/c-sol.mp3","7","","",""
"","13327.689999947324","audio-button-response","14","386357","0.0-11.0-0.3","22189","","stimuli/long/e-ti.mp3","11","","",""
"","14467.074999934994","audio-button-response","15","400829","0.0-11.0-0.4","22189","","stimuli/long/e-ra.mp3","1","","",""
"","12590.884999954142","audio-button-response","16","413425","0.0-11.0-0.5","22189","","stimuli/long/c-fi.mp3","6","","",""
"","18709.789999993518","audio-button-response","17","432140","0.0-11.0-0.6","22189","","stimuli/long/e-la.mp3","5","","",""
"","10239.285000017844","audio-button-response","18","442384","0.0-11.0-0.7","22189","","stimuli/long/a-do8.mp3","0","","",""
"","14324.284999980591","audio-button-response","19","456712","0.0-11.0-0.8","22189","","stimuli/long/a-ra.mp3","2","","",""
"","10679.955000057817","audio-button-response","20","467398","0.0-11.0-0.9","22189","","stimuli/long/a-mi.mp3","4","","",""
"","10722.129999892786","audio-button-response","21","478131","0.0-11.0-0.10","22189","","stimuli/long/c-do.mp3","0","","",""
"","13213.090000092052","audio-button-response","22","491349","0.0-11.0-0.11","22189","","stimuli/long/e-mi.mp3","4","","",""
"","12936.31500005722","audio-button-response","23","504291","0.0-11.0-0.12","22189","","stimuli/long/c-mi.mp3","4","","",""
"","10505.210000090301","audio-button-response","24","514802","0.0-11.0-0.13","22189","","stimuli/long/a-sol.mp3","7","","",""
"","11410.10500001721","audio-button-response","25","526223","0.0-11.0-0.14","22189","","stimuli/long/e-sol.mp3","0","","",""
"","15277.275000000373","audio-button-response","26","541505","0.0-11.0-0.15","22189","","stimuli/long/e-re.mp3","5","","",""
"","17667.020000051707","audio-button-response","27","559175","0.0-11.0-0.16","22189","","stimuli/long/a-fa.mp3","9","","",""
"","17970.74000001885","audio-button-response","28","577152","0.0-11.0-0.17","22189","","stimuli/long/e-te.mp3","10","","",""
"","8885.414999909699","audio-button-response","29","586042","0.0-11.0-0.18","22189","","stimuli/long/c-do8.mp3","0","","",""
"","14932.06999998074","audio-button-response","30","600980","0.0-11.0-0.19","22189","","stimuli/long/c-re.mp3","5","","",""
"","18271.08999993652","audio-button-response","31","619256","0.0-11.0-0.20","22189","","stimuli/long/a-me.mp3","3","","",""
"","8928.240000037476","audio-button-response","32","628190","0.0-11.0-0.21","22189","","stimuli/long/e-do.mp3","12","","",""
"","17666.899999952875","audio-button-response","33","645863","0.0-11.0-0.22","22189","","stimuli/long/c-ra.mp3","9","","",""
"","14362.990000052378","audio-button-response","34","660231","0.0-11.0-0.23","22189","","stimuli/long/a-fi.mp3","6","","",""
"","14242.244999972172","audio-button-response","35","674479","0.0-11.0-0.24","22189","","stimuli/long/a-ti.mp3","11","","",""
"","15030.305000022054","audio-button-response","36","689514","0.0-11.0-0.25","22189","","stimuli/long/c-le.mp3","8","","",""
"","19716.189999948256","audio-button-response","37","709234","0.0-11.0-0.26","22189","","stimuli/long/e-fi.mp3","8","","",""
"","16907.804999966174","audio-button-response","38","726148","0.0-11.0-0.27","22189","","stimuli/long/c-ti.mp3","2","","",""
"","11153.830000082962","audio-button-response","39","737307","0.0-11.0-0.28","22189","","stimuli/long/c-me.mp3","0","","",""
"","null","audio-button-response","40","757312","0.0-11.0-0.29","22189","","stimuli/long/e-fa.mp3","null","","",""
"","221.49499994702637","audio-button-response","41","757539","0.0-11.0-0.30","22189","","stimuli/long/a-te.mp3","2","","",""
"","16233.170000021346","audio-button-response","42","773775","0.0-11.0-0.31","22189","","stimuli/long/a-re.mp3","1","","",""
"","null","audio-button-response","43","793780","0.0-11.0-0.32","22189","","stimuli/long/e-me.mp3","null","","",""
"","8474.625000031665","audio-button-response","44","802259","0.0-11.0-0.33","22189","","stimuli/long/e-do8.mp3","0","","",""
"","11696.579999988899","audio-button-response","45","813960","0.0-11.0-0.34","22189","","stimuli/long/c-fa.mp3","0","","",""
"","14341.080000041984","audio-button-response","46","828306","0.0-11.0-0.35","22189","","stimuli/long/a-le.mp3","8","","",""
"","17184.015000006184","audio-button-response","47","845495","0.0-11.0-0.36","22189","","stimuli/long/e-le.mp3","10","","",""
"","18987.479999894276","audio-button-response","48","864487","0.0-11.0-0.37","22189","","stimuli/long/a-la.mp3","9","","",""
"[{""page_index"":0,""viewing_time"":26909.14000000339},{""page_index"":1,""viewing_time"":2420.849999994971}]","29330.579999950714","instructions","49","893819","0.0-12.0","22189","","","","","",""
"","null","audio-keyboard-response","50","903176","0.0-13.0-0.0","22189","","new_stimuli/mp3/melody_3_^6_buffer.mp3","","null","",""
"","8895.46499995049","html-button-response","51","912077","0.0-13.0-1.0","22189","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","2","","1","new_stimuli/mp3/melody_3_^6_buffer.mp3"
"","5564.970000064932","html-button-response","52","917647","0.0-13.0-2.0","22189","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","7","","2","new_stimuli/mp3/melody_3_^6_buffer.mp3"
"","null","audio-keyboard-response","53","926846","0.0-13.0-0.1","22189","","new_stimuli/mp3/melody_v3_v2_buffer.mp3","","null","",""
"","14950.979999965057","html-button-response","54","941802","0.0-13.0-1.1","22189","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","4","","1","new_stimuli/mp3/melody_v3_v2_buffer.mp3"
"","903.2400000141934","html-button-response","55","942710","0.0-13.0-2.1","22189","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","2","","2","new_stimuli/mp3/melody_v3_v2_buffer.mp3"
"","null","audio-keyboard-response","56","951876","0.0-13.0-0.2","22189","","new_stimuli/mp3/melody_^2_v7-_.mp3","","null","",""
"","3822.569999960251","html-button-response","57","955702","0.0-13.0-1.2","22189","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","0","","1","new_stimuli/mp3/melody_^2_v7-_.mp3"
"","17797.610000008717","html-button-response","58","973504","0.0-13.0-2.2","22189","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","7","","2","new_stimuli/mp3/melody_^2_v7-_.mp3"
"","null","audio-keyboard-response","59","982676","0.0-13.0-0.3","22189","","new_stimuli/mp3/melody_v5_v1+_.mp3","","null","",""
"","11954.954999964684","html-button-response","60","994636","0.0-13.0-1.3","22189","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","9","","1","new_stimuli/mp3/melody_v5_v1+_.mp3"
"","19848.274999996647","html-button-response","61","1014489","0.0-13.0-2.3","22189","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","2","","2","new_stimuli/mp3/melody_v5_v1+_.mp3"
"","null","audio-keyboard-response","62","1023656","0.0-13.0-0.4","22189","","new_stimuli/mp3/melody_^5_^1+_.mp3","","null","",""
"","11023.05499999784","html-button-response","63","1034683","0.0-13.0-1.4","22189","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","2","","1","new_stimuli/mp3/melody_^5_^1+_.mp3"
"","3861.9150000158697","html-button-response","64","1038550","0.0-13.0-2.4","22189","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","8","","2","new_stimuli/mp3/melody_^5_^1+_.mp3"
"","null","audio-keyboard-response","65","1048005","0.0-13.0-0.5","22189","","new_stimuli/mp3/melody_^3_v4+_buffer.mp3","","null","",""
"","34501.56999996398","html-button-response","66","1082512","0.0-13.0-1.5","22189","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","8","","1","new_stimuli/mp3/melody_^3_v4+_buffer.mp3"
"","840.169999981299","html-button-response","67","1083356","0.0-13.0-2.5","22189","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","9","","2","new_stimuli/mp3/melody_^3_v4+_buffer.mp3"
