"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","key_press","response_sequence","melody"
"[{""page_index"":0,""viewing_time"":23079688.49500001},{""page_index"":1,""viewing_time"":15786.395000003278},{""page_index"":2,""viewing_time"":2271.9899999797344}]","23097747.444999985","instructions","0","23097806","0.0-0.0","14193","","","","","",""
"","3702.8299999646842","survey-text","1","23101512","0.0-1.0","14193","{""Q0"":""20""}","","","","",""
"","28994.489999957383","survey-text","2","23130507","0.0-2.0","14193","{""Q0"":""Undergrad student""}","","","","",""
"","14495.560000009835","survey-text","3","23145003","0.0-3.0","14193","{""Q0"":""Moveable do""}","","","","",""
"","3554.9949999563396","survey-text","4","23148559","0.0-4.0","14193","{""Q0"":""no""}","","","","",""
"","9267.110000014305","survey-text","5","23157827","0.0-5.0","14193","{""Q0"":""0""}","","","","",""
"","5473.2099999673665","survey-text","6","23163301","0.0-6.0","14193","{""Q0"":""0""}","","","","",""
"[{""page_index"":0,""viewing_time"":2797.024999976158},{""page_index"":1,""viewing_time"":15983.869999997318},{""page_index"":2,""viewing_time"":1589.4850000068545}]","20370.644999958575","instructions","7","23183672","0.0-7.0","14193","","","","","",""
"","7837.519999999553","audio-button-response","8","23191513","0.0-8.0","14193","","stimuli/long/c-do.mp3","0","","",""
"","11926.39999999851","audio-button-response","9","23203441","0.0-9.0","14193","","stimuli/long/a-le.mp3","6","","",""
"[{""page_index"":0,""viewing_time"":3507.2700000032783},{""page_index"":1,""viewing_time"":2639.6550000049174}]","6147.155000012368","instructions","10","23209589","0.0-10.0","14193","","","","","",""
"","10171.59500002116","audio-button-response","11","23219763","0.0-11.0-0.0","14193","","stimuli/long/a-mi.mp3","4","","",""
"","10688.429999981076","audio-button-response","12","23230453","0.0-11.0-0.1","14193","","stimuli/long/e-sol.mp3","7","","",""
"","12468.505000054836","audio-button-response","13","23242923","0.0-11.0-0.2","14193","","stimuli/long/e-le.mp3","8","","",""
"","7540.814999956638","audio-button-response","14","23250465","0.0-11.0-0.3","14193","","stimuli/long/e-do.mp3","0","","",""
"","9266.700000040233","audio-button-response","15","23259733","0.0-11.0-0.4","14193","","stimuli/long/a-ti.mp3","11","","",""
"","17144.079999998212","audio-button-response","16","23276878","0.0-11.0-0.5","14193","","stimuli/long/a-le.mp3","10","","",""
"","16439.059999946505","audio-button-response","17","23293319","0.0-11.0-0.6","14193","","stimuli/long/e-ra.mp3","1","","",""
"","11738.73500001803","audio-button-response","18","23305059","0.0-11.0-0.7","14193","","stimuli/long/c-sol.mp3","7","","",""
"","7878.560000043362","audio-button-response","19","23312939","0.0-11.0-0.8","14193","","stimuli/long/c-ti.mp3","11","","",""
"","7335.9599999934435","audio-button-response","20","23320278","0.0-11.0-0.9","14193","","stimuli/long/a-do.mp3","0","","",""
"","17851.26999998465","audio-button-response","21","23338131","0.0-11.0-0.10","14193","","stimuli/long/a-re.mp3","5","","",""
"","null","audio-button-response","22","23358132","0.0-11.0-0.11","14193","","stimuli/long/a-me.mp3","null","","",""
"","8939.324999988079","audio-button-response","23","23367073","0.0-11.0-0.12","14193","","stimuli/long/e-re.mp3","2","","",""
"","12740.920000009239","audio-button-response","24","23379815","0.0-11.0-0.13","14193","","stimuli/long/e-fa.mp3","9","","",""
"","15104.499999959022","audio-button-response","25","23394921","0.0-11.0-0.14","14193","","stimuli/long/c-me.mp3","3","","",""
"","8966.35000000149","audio-button-response","26","23403889","0.0-11.0-0.15","14193","","stimuli/long/e-te.mp3","10","","",""
"","9099.059999976307","audio-button-response","27","23412989","0.0-11.0-0.16","14193","","stimuli/long/a-fi.mp3","6","","",""
"","13463.134999968112","audio-button-response","28","23426454","0.0-11.0-0.17","14193","","stimuli/long/c-fi.mp3","6","","",""
"","11324.659999981523","audio-button-response","29","23437780","0.0-11.0-0.18","14193","","stimuli/long/e-la.mp3","9","","",""
"","7900.689999982715","audio-button-response","30","23445682","0.0-11.0-0.19","14193","","stimuli/long/c-do8.mp3","0","","",""
"","15646.230000011623","audio-button-response","31","23461329","0.0-11.0-0.20","14193","","stimuli/long/c-ra.mp3","3","","",""
"","14551.029999975115","audio-button-response","32","23475881","0.0-11.0-0.21","14193","","stimuli/long/a-la.mp3","9","","",""
"","7744.400000024587","audio-button-response","33","23483627","0.0-11.0-0.22","14193","","stimuli/long/c-do.mp3","0","","",""
"","9085.015000019222","audio-button-response","34","23492713","0.0-11.0-0.23","14193","","stimuli/long/a-sol.mp3","7","","",""
"","8666.625000011176","audio-button-response","35","23501381","0.0-11.0-0.24","14193","","stimuli/long/a-do8.mp3","0","","",""
"","7916.59499995783","audio-button-response","36","23509299","0.0-11.0-0.25","14193","","stimuli/long/e-do8.mp3","0","","",""
"","11337.265000037849","audio-button-response","37","23520638","0.0-11.0-0.26","14193","","stimuli/long/a-ra.mp3","1","","",""
"","11439.884999997914","audio-button-response","38","23532079","0.0-11.0-0.27","14193","","stimuli/long/a-te.mp3","8","","",""
"","11806.949999999255","audio-button-response","39","23543887","0.0-11.0-0.28","14193","","stimuli/long/c-le.mp3","6","","",""
"","13514.184999976307","audio-button-response","40","23557402","0.0-11.0-0.29","14193","","stimuli/long/c-la.mp3","5","","",""
"","9833.259999986738","audio-button-response","41","23567237","0.0-11.0-0.30","14193","","stimuli/long/c-mi.mp3","4","","",""
"","12698.634999979287","audio-button-response","42","23579937","0.0-11.0-0.31","14193","","stimuli/long/c-fa.mp3","5","","",""
"","8149.305000029504","audio-button-response","43","23588087","0.0-11.0-0.32","14193","","stimuli/long/e-mi.mp3","4","","",""
"","11617.934999987483","audio-button-response","44","23599707","0.0-11.0-0.33","14193","","stimuli/long/a-fa.mp3","2","","",""
"","15512.805000007153","audio-button-response","45","23615221","0.0-11.0-0.34","14193","","stimuli/long/e-fi.mp3","8","","",""
"","9058.055000029504","audio-button-response","46","23624280","0.0-11.0-0.35","14193","","stimuli/long/c-re.mp3","2","","",""
"","7969.984999973327","audio-button-response","47","23632252","0.0-11.0-0.36","14193","","stimuli/long/e-ti.mp3","11","","",""
"","15189.62999998033","audio-button-response","48","23647443","0.0-11.0-0.37","14193","","stimuli/long/e-me.mp3","4","","",""
"[{""page_index"":0,""viewing_time"":179357.2699999772},{""page_index"":1,""viewing_time"":1793.6750000230968}]","181151.1199999936","instructions","49","23828594","0.0-12.0","14193","","","","","",""
"","null","audio-keyboard-response","50","23837736","0.0-13.0-0.0","14193","","new_stimuli/mp3/melody_^2_v7-_.mp3","","null","",""
"","7184.7750000320375","html-button-response","51","23844922","0.0-13.0-1.0","14193","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","3","","1","new_stimuli/mp3/melody_^2_v7-_.mp3"
"","3140.484999984503","html-button-response","52","23848064","0.0-13.0-2.0","14193","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","0","","2","new_stimuli/mp3/melody_^2_v7-_.mp3"
"","null","audio-keyboard-response","53","23857256","0.0-13.0-0.1","14193","","new_stimuli/mp3/melody_v3_v2_buffer.mp3","","null","",""
"","1020.9799999706447","html-button-response","54","23858279","0.0-13.0-1.1","14193","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","7","","1","new_stimuli/mp3/melody_v3_v2_buffer.mp3"
"","829.2599999718368","html-button-response","55","23859109","0.0-13.0-2.1","14193","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","5","","2","new_stimuli/mp3/melody_v3_v2_buffer.mp3"
"","null","audio-keyboard-response","56","23868175","0.0-13.0-0.2","14193","","new_stimuli/mp3/melody_v2_v1_.mp3","","null","",""
"","999.7300000414252","html-button-response","57","23869177","0.0-13.0-1.2","14193","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","2","","1","new_stimuli/mp3/melody_v2_v1_.mp3"
"","673.1100000329316","html-button-response","58","23869851","0.0-13.0-2.2","14193","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","0","","2","new_stimuli/mp3/melody_v2_v1_.mp3"
"","null","audio-keyboard-response","59","23879275","0.0-13.0-0.3","14193","","new_stimuli/mp3/melody_v4_v3_buffer.mp3","","null","",""
"","10779.500000003725","html-button-response","60","23890056","0.0-13.0-1.3","14193","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","11","","1","new_stimuli/mp3/melody_v4_v3_buffer.mp3"
"","672.9250000193715","html-button-response","61","23890731","0.0-13.0-2.3","14193","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","9","","2","new_stimuli/mp3/melody_v4_v3_buffer.mp3"
"","null","audio-keyboard-response","62","23900185","0.0-13.0-0.4","14193","","new_stimuli/mp3/melody_^3_v4+_buffer.mp3","","null","",""
"","9618.320000007749","html-button-response","63","23909805","0.0-13.0-1.4","14193","","<p>Which tone was played first after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","6","","1","new_stimuli/mp3/melody_^3_v4+_buffer.mp3"
"","713.2449999898672","html-button-response","64","23910519","0.0-13.0-2.4","14193","","<p>Which tone was played second after the cadence?</p><p>Please respond as quickly and as accurately as possible!</p>","7","","2","new_stimuli/mp3/melody_^3_v4+_buffer.mp3"
"","null","audio-keyboard-response","65","23919816","0.0-13.0-0.5","14193","","new_stimuli/mp3/melody_3_^6_buffer.mp3","","null","",""
