"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","key_press","response_sequence","melody"
"[{""page_index"":0,""viewing_time"":2901.0199999902397},{""page_index"":1,""viewing_time"":17983.67500002496},{""page_index"":2,""viewing_time"":3515.824999893084}]","24401.254999917","instructions","0","24403","0.0-0.0","4983","","","","","",""
"","2535.3749999776483","survey-text","1","26942","0.0-1.0","4983","{""Q0"":""25""}","","","","",""
"","8435.06499985233","survey-text","2","35379","0.0-2.0","4983","{""Q0"":""Completed master's degree""}","","","","",""
"","7450.620000017807","survey-text","3","42830","0.0-3.0","4983","{""Q0"":""None""}","","","","",""
"","2526.2449998408556","survey-text","4","45358","0.0-4.0","4983","{""Q0"":""Yes""}","","","","",""
"","9586.674999911338","survey-text","5","54945","0.0-5.0","4983","{""Q0"":""60 weeks""}","","","","",""
"","6968.759999843314","survey-text","6","61915","0.0-6.0","4983","{""Q0"":""0""}","","","","",""
"[{""page_index"":0,""viewing_time"":4138.435000088066},{""page_index"":1,""viewing_time"":38426.95499979891},{""page_index"":2,""viewing_time"":3789.165000198409}]","46354.959999909624","instructions","7","108269","0.0-7.0","4983","","","","","",""
"","39628.250000067055","audio-button-response","8","147993","0.0-8.0","4983","","stimuli/long/c-do.mp3","0","","",""
"","9500.334999989718","audio-button-response","9","157495","0.0-9.0","4983","","stimuli/long/a-le.mp3","8","","",""
"[{""page_index"":0,""viewing_time"":9638.389999978244},{""page_index"":1,""viewing_time"":2402.1050001028925}]","12040.88500002399","instructions","10","169536","0.0-10.0","4983","","","","","",""
"","8401.63500001654","audio-button-response","11","177941","0.0-11.0-0.0","4983","","stimuli/long/a-te.mp3","10","","",""
"","10992.580000078306","audio-button-response","12","188936","0.0-11.0-0.1","4983","","stimuli/long/a-do8.mp3","0","","",""
"","14725.88500007987","audio-button-response","13","203664","0.0-11.0-0.2","4983","","stimuli/long/c-ra.mp3","1","","",""
"","10594.824999803677","audio-button-response","14","214261","0.0-11.0-0.3","4983","","stimuli/long/c-fi.mp3","6","","",""
"","9320.115000009537","audio-button-response","15","223583","0.0-11.0-0.4","4983","","stimuli/long/c-ti.mp3","11","","",""
"","11686.689999885857","audio-button-response","16","235272","0.0-11.0-0.5","4983","","stimuli/long/c-la.mp3","9","","",""
"","9935.640000039712","audio-button-response","17","245210","0.0-11.0-0.6","4983","","stimuli/long/a-fa.mp3","5","","",""
"","12268.159999977797","audio-button-response","18","257481","0.0-11.0-0.7","4983","","stimuli/long/e-te.mp3","2","","",""
"","11853.920000139624","audio-button-response","19","269338","0.0-11.0-0.8","4983","","stimuli/long/a-le.mp3","8","","",""
"","10674.385000020266","audio-button-response","20","280014","0.0-11.0-0.9","4983","","stimuli/long/a-sol.mp3","7","","",""
"","7605.20499991253","audio-button-response","21","287621","0.0-11.0-0.10","4983","","stimuli/long/a-do.mp3","0","","",""
"","9777.79999980703","audio-button-response","22","297401","0.0-11.0-0.11","4983","","stimuli/long/e-sol.mp3","7","","",""
"","8406.67499997653","audio-button-response","23","305810","0.0-11.0-0.12","4983","","stimuli/long/e-mi.mp3","4","","",""
"","10923.805000027642","audio-button-response","24","316736","0.0-11.0-0.13","4983","","stimuli/long/c-re.mp3","2","","",""
"","9535.924999974668","audio-button-response","25","326274","0.0-11.0-0.14","4983","","stimuli/long/e-fa.mp3","5","","",""
"","13767.089999979362","audio-button-response","26","340043","0.0-11.0-0.15","4983","","stimuli/long/a-me.mp3","8","","",""
"","9641.604999778792","audio-button-response","27","349686","0.0-11.0-0.16","4983","","stimuli/long/e-me.mp3","3","","",""
"","14384.534999961033","audio-button-response","28","364073","0.0-11.0-0.17","4983","","stimuli/long/e-re.mp3","2","","",""
"","15007.680000038818","audio-button-response","29","379085","0.0-11.0-0.18","4983","","stimuli/long/a-mi.mp3","9","","",""
"","11741.394999902695","audio-button-response","30","390829","0.0-11.0-0.19","4983","","stimuli/long/c-me.mp3","3","","",""
"","8364.385000197217","audio-button-response","31","399196","0.0-11.0-0.20","4983","","stimuli/long/c-sol.mp3","7","","",""
"","12749.150000046939","audio-button-response","32","411947","0.0-11.0-0.21","4983","","stimuli/long/c-mi.mp3","4","","",""
"","11064.495000056922","audio-button-response","33","423014","0.0-11.0-0.22","4983","","stimuli/long/a-la.mp3","9","","",""
"","11909.685000078753","audio-button-response","34","434926","0.0-11.0-0.23","4983","","stimuli/long/e-fi.mp3","6","","",""
"","9278.260000050068","audio-button-response","35","444207","0.0-11.0-0.24","4983","","stimuli/long/a-ti.mp3","11","","",""
"","11349.480000091717","audio-button-response","36","455558","0.0-11.0-0.25","4983","","stimuli/long/a-fi.mp3","6","","",""
"","12313.09499987401","audio-button-response","37","467873","0.0-11.0-0.26","4983","","stimuli/long/e-le.mp3","8","","",""
"","13021.185000194237","audio-button-response","38","480896","0.0-11.0-0.27","4983","","stimuli/long/a-re.mp3","2","","",""
"","10457.350000040606","audio-button-response","39","491356","0.0-11.0-0.28","4983","","stimuli/long/e-la.mp3","9","","",""
"","8542.754999827594","audio-button-response","40","499901","0.0-11.0-0.29","4983","","stimuli/long/c-do.mp3","0","","",""
"","8671.890000114217","audio-button-response","41","508575","0.0-11.0-0.30","4983","","stimuli/long/c-fa.mp3","5","","",""
"","8500.119999982417","audio-button-response","42","517077","0.0-11.0-0.31","4983","","stimuli/long/e-do8.mp3","12","","",""
"","12681.024999823421","audio-button-response","43","529761","0.0-11.0-0.32","4983","","stimuli/long/c-le.mp3","8","","",""
"","14311.870000092313","audio-button-response","44","544075","0.0-11.0-0.33","4983","","stimuli/long/e-ti.mp3","11","","",""
