"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","key_press","response_sequence","melody"
"[{""page_index"":0,""viewing_time"":5091.54000000126},{""page_index"":1,""viewing_time"":1075.4999999990105},{""page_index"":2,""viewing_time"":818.1299999996554}]","6986.245000000054","instructions","0","7074","0.0-0.0","69510","","","","","",""
"","2830.965000001015","survey-text","1","9908","0.0-1.0","69510","{""Q0"":""29""}","","","","",""
"","5927.800000001298","survey-text","2","15837","0.0-2.0","69510","{""Q0"":""Finished terminal degree""}","","","","",""
"","5434.769999999844","survey-text","3","21273","0.0-3.0","69510","{""Q0"":""Moveable-Do""}","","","","",""
"","2116.6099999973085","survey-text","4","23391","0.0-4.0","69510","{""Q0"":""No""}","","","","",""
"","2642.629999998462","survey-text","5","26035","0.0-5.0","69510","{""Q0"":""60""}","","","","",""
"","2222.8549999999814","survey-text","6","28259","0.0-6.0","69510","{""Q0"":""0""}","","","","",""
"[{""page_index"":0,""viewing_time"":884.7349999996368},{""page_index"":1,""viewing_time"":745.9099999978207},{""page_index"":2,""viewing_time"":827.820000002248}]","2458.8349999976344","instructions","7","30718","0.0-7.0","69510","","","","","",""
"","8345.894999998563","audio-button-response","8","39068","0.0-8.0","69510","","stimuli/long/c-do.mp3","0","","",""
"","2237.2600000016973","audio-button-response","9","41308","0.0-9.0","69510","","stimuli/long/a-le.mp3","8","","",""
"[{""page_index"":0,""viewing_time"":1212.2250000029453},{""page_index"":1,""viewing_time"":1567.959999996674}]","2780.5000000007567","instructions","10","44089","0.0-10.0","69510","","","","","",""
"","9704.515000001265","audio-button-response","11","53796","0.0-11.0-0.0","69510","","stimuli/long/c-la.mp3","0","","",""
"","8328.209999999672","audio-button-response","12","62127","0.0-11.0-0.1","69510","","stimuli/long/c-le.mp3","2","","",""
"","11523.035000001983","audio-button-response","13","73651","0.0-11.0-0.2","69510","","stimuli/long/a-te.mp3","4","","",""
"","9092.694999999367","audio-button-response","14","82746","0.0-11.0-0.3","69510","","stimuli/long/e-fa.mp3","0","","",""
"","14499.504999999772","audio-button-response","15","97248","0.0-11.0-0.4","69510","","stimuli/long/e-sol.mp3","10","","",""
"","15304.720000000088","audio-button-response","16","112555","0.0-11.0-0.5","69510","","stimuli/long/e-me.mp3","3","","",""
"","7930.8750000018335","audio-button-response","17","120488","0.0-11.0-0.6","69510","","stimuli/long/a-do.mp3","0","","",""
"","9602.934999998979","audio-button-response","18","130093","0.0-11.0-0.7","69510","","stimuli/long/a-fa.mp3","5","","",""
"","9814.865000000282","audio-button-response","19","139910","0.0-11.0-0.8","69510","","stimuli/long/e-la.mp3","11","","",""
"","8811.25499999689","audio-button-response","20","148723","0.0-11.0-0.9","69510","","stimuli/long/c-mi.mp3","2","","",""
"","8135.450000001583","audio-button-response","21","156861","0.0-11.0-0.10","69510","","stimuli/long/c-ra.mp3","2","","",""
"","8675.225000002683","audio-button-response","22","165539","0.0-11.0-0.11","69510","","stimuli/long/a-do8.mp3","12","","",""
"","11571.435000001657","audio-button-response","23","177112","0.0-11.0-0.12","69510","","stimuli/long/c-fi.mp3","3","","",""
"","8894.569999996747","audio-button-response","24","186009","0.0-11.0-0.13","69510","","stimuli/long/a-le.mp3","2","","",""
"","9961.520000000746","audio-button-response","25","195972","0.0-11.0-0.14","69510","","stimuli/long/a-me.mp3","3","","",""
"","7772.779999999329","audio-button-response","26","203747","0.0-11.0-0.15","69510","","stimuli/long/c-do.mp3","0","","",""
"","12465.180000002874","audio-button-response","27","216214","0.0-11.0-0.16","69510","","stimuli/long/a-mi.mp3","4","","",""
"","8160.309999999299","audio-button-response","28","224377","0.0-11.0-0.17","69510","","stimuli/long/e-ra.mp3","2","","",""
"","13164.144999998825","audio-button-response","29","237543","0.0-11.0-0.18","69510","","stimuli/long/c-sol.mp3","10","","",""
"","10727.409999999509","audio-button-response","30","248273","0.0-11.0-0.19","69510","","stimuli/long/a-la.mp3","10","","",""
"","8477.655000002414","audio-button-response","31","256752","0.0-11.0-0.20","69510","","stimuli/long/a-sol.mp3","0","","",""
"","8261.64499999868","audio-button-response","32","265016","0.0-11.0-0.21","69510","","stimuli/long/c-me.mp3","2","","",""
"","8365.784999998112","audio-button-response","33","273384","0.0-11.0-0.22","69510","","stimuli/long/c-do8.mp3","12","","",""
"","7223.555000000459","audio-button-response","34","280610","0.0-11.0-0.23","69510","","stimuli/long/e-do8.mp3","12","","",""
"","7594.50999999902","audio-button-response","35","288206","0.0-11.0-0.24","69510","","stimuli/long/e-do.mp3","0","","",""
"","null","audio-button-response","36","308225","0.0-11.0-0.25","69510","","stimuli/long/c-fa.mp3","null","","",""
"","9822.065000000293","audio-button-response","37","318049","0.0-11.0-0.26","69510","","stimuli/long/c-re.mp3","2","","",""
"","8901.529999999155","audio-button-response","38","326953","0.0-11.0-0.27","69510","","stimuli/long/e-le.mp3","12","","",""
"","8473.509999999835","audio-button-response","39","335429","0.0-11.0-0.28","69510","","stimuli/long/e-re.mp3","1","","",""
"","9403.884999999718","audio-button-response","40","344835","0.0-11.0-0.29","69510","","stimuli/long/e-ti.mp3","6","","",""
"","10288.384999999835","audio-button-response","41","355125","0.0-11.0-0.30","69510","","stimuli/long/a-re.mp3","5","","",""
"","11907.359999997425","audio-button-response","42","367035","0.0-11.0-0.31","69510","","stimuli/long/e-te.mp3","10","","",""
"","11955.760000000766","audio-button-response","43","378992","0.0-11.0-0.32","69510","","stimuli/long/c-ti.mp3","2","","",""
"","8379.784999997355","audio-button-response","44","387374","0.0-11.0-0.33","69510","","stimuli/long/a-ti.mp3","1","","",""
"","9517.909999998636","audio-button-response","45","396894","0.0-11.0-0.34","69510","","stimuli/long/e-mi.mp3","2","","",""
"","10519.940000001981","audio-button-response","46","407416","0.0-11.0-0.35","69510","","stimuli/long/a-fi.mp3","1","","",""
"","7432.974999999744","audio-button-response","47","414851","0.0-11.0-0.36","69510","","stimuli/long/a-ra.mp3","1","","",""
"","9599.285000000207","audio-button-response","48","424452","0.0-11.0-0.37","69510","","stimuli/long/e-fi.mp3","9","","",""
